详情页链接,职位名,公司名,工作地点,薪资,发布时间
https://jobs.51job.com/beijing/103308985.html?s=01&t=0,算法工程师,汇中泰德投资有限公司,北京,2.5-4万/月,03-05
https://jobs.51job.com/beijing-ftq/85792318.html?s=01&t=0,机器学习工程师/研究员,北京商高科技有限公司,北京-丰台区,2-2.5万/月,03-04
https://jobs.51job.com/beijing-cyq/100133804.html?s=01&t=0,大数据机器学习高级工程师,北京麦达数字技术服务有限公司,北京-朝阳区,2-3.5万/月,03-01
https://jobs.51job.com/beijing-hdq/111931069.html?s=01&t=0,深度学习讲师,北京网拓时代科技有限公司,北京-海淀区,4000元/天,03-30
https://jobs.51job.com/beijing-sjsq/110555125.html?s=01&t=0,深度学习算法工程师,北京国测星绘信息技术有限公司,北京-石景山区,1.5-2千/月,03-04
https://jobs.51job.com/beijing-hdq/113109663.html?s=01&t=0,大数据研究员,中关村新型城镇大数据技术服务联盟,北京-海淀区,2-3千/月,05-01
https://jobs.51job.com/beijing-dcq/113100134.html?s=01&t=0,技术总监,上海华趣文化发展有限公司,北京-东城区,2-3.5万/年,05-01
https://jobs.51job.com/beijing/108652311.html?s=01&t=0,大数据AI架构师5人,宏图瀛通（广州）人力资源有限公司,北京,180-200万/年,05-01
https://jobs.51job.com/beijing/112995424.html?s=01&t=0,开发工程师-实习生-北京-04708,上海中清龙图网络科技有限公司,北京,120元/天,04-30
https://jobs.51job.com/nanjing/112696005.html?s=01&t=0,风控算法专家,苏宁易购集团股份有限公司,异地招聘,3-4.5千/月,04-30
https://jobs.51job.com/beijing-cyq/110012462.html?s=01&t=0,算法工程师,南京英诺森软件科技有限公司,北京-朝阳区,25-50万/月,04-30
https://jobs.51job.com/beijing/112967410.html?s=01&t=0,算法工程师,北京智山机器人科技有限责任公司,北京,2-3千/月,04-30
https://jobs.51job.com/beijing/112390500.html?s=01&t=0,算法工程师(J10638),北京天融信科技有限公司,北京,4-6千/月,04-28
https://jobs.51job.com/beijing-cyq/105158301.html?s=01&t=0,AI &大数据 首席架构师,北京比财数据科技有限公司,北京-朝阳区,5-7万/月,04-26
https://jobs.51job.com/guangzhou-hzq/112349525.html?s=01&t=0,大数据科学家,广东省广告集团股份有限公司,异地招聘,5-7万/月,04-26
https://jobs.51job.com/beijing/112704436.html?s=01&t=0,AI算法专家（视频智能分析方向）(006320),广联达科技股份有限公司,北京,80-100万/年,04-22
https://jobs.51job.com/beijing-hdq/109648707.html?s=01&t=0,深度算法工程师,苏州仕犇人力资源管理有限公司,北京-海淀区,7-10万/月,03-20
https://jobs.51job.com/beijing-hdq/110271568.html?s=01&t=0,AI 算法工程师,北京波普特科技有限责任公司,北京-海淀区,2-3千/月,03-15
http://pingan.51job.com/sc/show_job_detail.php?jobid=113039072,0221WD-AI算法工程师（应届/实习生）,中国平安人寿保险股份有限公司,北京-石景山区,1-1.5万/月,04-28
https://jobs.51job.com/beijing/109399410.html?s=01&t=0,[ATCC]Big Data TA大数据架构师,埃森哲（中国）有限公司,北京,2.5-6万/月,05-01
https://jobs.51job.com/beijing/112922184.html?s=01&t=0,NLP算法工程师,软通动力信息技术（集团）有限公司,北京,1.2-3万/月,04-29
https://jobs.51job.com/beijing-cyq/111745027.html?s=01&t=0,语音工程师,阳光保险集团股份有限公司,北京-朝阳区,2-2.5万/月,04-25
https://jobs.51job.com/beijing/106169592.html?s=01&t=0,深度学习研发工程师,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing-cyq/109290675.html?s=01&t=0,11125Z-深度学习分布式高性能研究员,平安科技（深圳）有限公司,北京-朝阳区,1.5千以下/月,05-01
https://jobs.51job.com/beijing/112242195.html?s=01&t=0,阿里妈妈事业部-大规模深度学习推理引擎专家-北京,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing-hdq/108968215.html?s=01&t=0,智能问答-深度学习研究员 (MJ002200),北京搜狗科技发展有限公司,北京-海淀区,3-6万/月,04-30
https://jobs.51job.com/beijing-hdq/107866045.html?s=01&t=0,智能语音-深度学习平台C++开发-北京-02775,北京搜狗科技发展有限公司,北京-海淀区,2.5-4.5万/月,04-30
https://jobs.51job.com/shanghai-pdxq/111407473.html?s=01&t=0,深度学习量化算法工程师,上海赛昉科技有限公司,异地招聘,1-5万/月,04-30
https://jobs.51job.com/beijing-cyq/107074548.html?s=01&t=0,高级深度学习算法工程师 (MJ000018),北京推想科技有限公司,北京-朝阳区,3-6万/月,04-25
https://jobs.51job.com/beijing-cyq/107844921.html?s=01&t=0,深度学习算法研究员,北京推想科技有限公司,北京-朝阳区,1-2万/月,04-25
https://jobs.51job.com/beijing-cyq/107762633.html?s=01&t=0,初级深度学习研发工程师 (MJ000019),北京推想科技有限公司,北京-朝阳区,1.5-2.5万/月,04-25
https://jobs.51job.com/beijing/110110562.html?s=01&t=0,机器学习/深度学习专家,奇虎360科技有限公司,北京,4-5万/月,03-31
https://jobs.51job.com/beijing/107178089.html?s=01&t=0,深度学习算法工程师,奇虎360科技有限公司,北京,3-4万/月,03-31
https://jobs.51job.com/beijing-hdq/111493810.html?s=01&t=0,深度学习系统工程师,中国科学院自动化研究所,北京-海淀区,1-2万/月,03-17
https://jobs.51job.com/beijing-hdq/111493761.html?s=01&t=0,深度学习算法工程师,中国科学院自动化研究所,北京-海淀区,1-2万/月,03-13
https://jobs.51job.com/shanghai/106309066.html?s=01&t=0,深度学习解决方案架构师,英伟达半导体（上海）有限公司(NV...,异地招聘,,03-11
https://jobs.51job.com/shanghai/111238743.html?s=01&t=0,深度学习/高性能计算工程师,英伟达半导体（上海）有限公司(NV...,异地招聘,,03-07
https://jobs.51job.com/beijing/111238525.html?s=01&t=0,深度学习/高性能计算工程师,英伟达半导体（上海）有限公司(NV...,北京,,03-07
https://jobs.51job.com/beijing-hdq/104889898.html?s=01&t=0,项目工程师（公路养护决策咨询）,中公高科养护科技股份有限公司,北京-海淀区,6-8千/月,05-01
https://jobs.51job.com/beijing-hdq/113059744.html?s=01&t=0,高级图像算法工程师,湖北微模式科技发展有限公司,北京-海淀区,4-7万/月,05-01
https://jobs.51job.com/beijing/112713611.html?s=01&t=0,006 研发实习生-嵌入式方向,ABB(中国)有限公司,北京,,05-01
https://jobs.51job.com/beijing/112712852.html?s=01&t=0,002 研发实习生-语音识别算法方向,ABB(中国)有限公司,北京,,05-01
https://jobs.51job.com/beijing/112712731.html?s=01&t=0,001 研发实习生-图像识别算法方向,ABB(中国)有限公司,北京,,05-01
https://jobs.51job.com/beijing/112712621.html?s=01&t=0,研发实习生-图像识别算法方向,ABB(中国)有限公司,北京,,05-01
https://jobs.51job.com/beijing-hdq/112396145.html?s=01&t=0,安全研究员实习生,中电长城网际系统应用有限公司,北京-海淀区,3-4.5千/月,05-01
https://jobs.51job.com/beijing/111615341.html?s=01&t=0,爱迪生工程技术培训项目（EEDP-EID)-北京/无锡,GE中国,北京,,05-01
https://jobs.51job.com/beijing/110801664.html?s=01&t=0,自然语言处理算法实习生,软件开发,北京,,05-01
https://jobs.51job.com/beijing/110801575.html?s=01&t=0,图像算法性能优化实习生,软件开发,北京,,05-01
https://jobs.51job.com/beijing/110715477.html?s=01&t=0,安全技术研发岗,中国移动通信集团设计院有限公司,北京,,05-01
https://jobs.51job.com/beijing/106284848.html?s=01&t=0,数据科学家,新奥集团2019 校园- 象新力招聘项目,北京,,05-01
https://jobs.51job.com/beijing/106257180.html?s=01&t=0,算法工程师,新奥集团2019 校园- 象新力招聘项目,北京,,05-01
https://jobs.51job.com/beijing/106171277.html?s=01&t=0,数据研发工程师（实习生、全职）,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106171211.html?s=01&t=0,C++实习生,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106171110.html?s=01&t=0,高性能计算工程师（实习生、全职）,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106170611.html?s=01&t=0,Python开发工程师,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106170097.html?s=01&t=0,视觉算法研发实习生,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106169529.html?s=01&t=0,视觉算法工程师（实习、全职）,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106169436.html?s=01&t=0,视觉算法工程师（3D）（北京）,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106168857.html?s=01&t=0,c++开发工程师,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106168198.html?s=01&t=0,高精地图算法实习生,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/beijing/106167945.html?s=01&t=0,Lidar感知算法实习生,北京魔门塔科技有限公司,北京,,05-01
https://jobs.51job.com/hangzhou-xhq/109333067.html?s=01&t=0,人工智能自然语言处理（NLP）算法工程师/专家,vivo智能手机（维沃移动通信有限公...,异地招聘,3-4万/月,05-01
https://jobs.51job.com/beijing/109123272.html?s=01&t=0,推荐算法工程师（北京）,vivo智能手机（维沃移动通信有限公...,北京,2.5-5万/月,05-01
https://jobs.51job.com/beijing-hdq/107543706.html?s=01&t=0,人工智能算法实习生,vivo智能手机（维沃移动通信有限公...,北京-海淀区,4.5-6千/月,05-01
https://jobs.51job.com/beijing/112318394.html?s=01&t=0,图像视觉算法工程师,奇虎360科技有限公司,北京,3-4万/月,05-01
https://jobs.51job.com/beijing/112694326.html?s=01&t=0,算法工程师,奇虎360科技有限公司,北京,2-2.5万/月,05-01
https://jobs.51job.com/beijing-hdq/107863658.html?s=01&t=0,搜狗金融-风控算法工程师-北京-02176,北京搜狗科技发展有限公司,北京-海淀区,3-5万/月,05-01
https://jobs.51job.com/beijing/112282021.html?s=01&t=0,智能/无人驾驶adas研发,上海奕见企业管理咨询有限公司,北京,5-7万/月,05-01
https://jobs.51job.com/ningbo-yzq/110886105.html?s=01&t=0,软件开发项目经理,苏州中科先进技术研究院有限公司,异地招聘,1.5-6万/月,05-01
https://jobs.51job.com/beijing/112095677.html?s=01&t=0,算法工程师,完美世界（北京）总部/完美时空,北京,1-1.5万/月,05-01
https://jobs.51job.com/beijing-cyq/111674038.html?s=01&t=0,11219Q-嵌入式软件工程师,平安科技（深圳）有限公司,北京-朝阳区,2-2.5万/月,05-01
https://jobs.51job.com/beijing/98056858.html?s=01&t=0,高德-Android/Linux系统软件专家-车联网,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/106976347.html?s=01&t=0,高德-高级评测算法专家,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/107590019.html?s=01&t=0,高德-算法专家（地图业务）,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/110046089.html?s=01&t=0,UC事业部-算法平台研发专家,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/111660319.html?s=01&t=0,阿里文娱-图像/音视频算法专家,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/111544592.html?s=01&t=0,文娱-数据挖掘专家-北京,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/111910979.html?s=01&t=0,UC事业部-推荐算法专家/高级专家-国内信息流（AC）,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112173648.html?s=01&t=0,阿里集团-风险能力中台-算法专家-北京/杭州,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112223352.html?s=01&t=0,UC事业部-高级搜索推荐算法专家/资深专家-国内信息流,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112234830.html?s=01&t=0,阿里妈妈事业部-算法专家(精准定向广告)-北京,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112242198.html?s=01&t=0,阿里妈妈事业部-大数据开发（工程平台）-北京,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112226256.html?s=01&t=0,高德-数据算法专家,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112460925.html?s=01&t=0,供应链平台事业部-智能硬件系统开发专家-北京,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112496320.html?s=01&t=0,阿里云智能事业群-视频技术专家-北京/杭州/上海,阿里巴巴集团,北京,,05-01
https://jobs.51job.com/beijing/112918778.html?s=01&t=0,阿里云智能事业群-技术专家 (视频AI应用)-杭州/北京,阿里巴巴集团,北京,,05-01
http://career.h3c.com/sc/show_job_detail.php?jobid=104229980,研究员,新华三技术有限公司,北京,1.5-2万/月,05-01
https://jobs.51job.com/beijing/112408708.html?s=01&t=0,27730-推荐算法工程师,深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing/112408725.html?s=01&t=0,27730-短视频个性化推荐算法工程师,深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing/112786307.html?s=01&t=0,PCG19-用户增长基础算法工程师,深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing/112737237.html?s=01&t=0,TEG11-视频内容理解高级工程师(北京）,深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing/112963099.html?s=01&t=0,CSIG16-腾讯自动驾驶云平台数据挖掘工程师,深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing/112963097.html?s=01&t=0,WXG08-121 微信小程序商业算法工程师(广州/北京),深圳市腾讯计算机系统有限公司,北京,,05-01
https://jobs.51job.com/beijing-cyq/112974042.html?s=01&t=0,测试开发工程师,美团点评,北京-朝阳区,2.5-3万/月,05-01
https://jobs.51job.com/beijing-cyq/112973892.html?s=01&t=0,测试开发专家,美团点评,北京-朝阳区,2.5-3万/月,05-01
https://jobs.51job.com/beijing/111758209.html?s=01&t=0,图像算法实习生,北明智通（北京）科技有限公司,北京,6-8千/月,05-01
https://jobs.51job.com/beijing-hdq/111160755.html?s=01&t=0,图像算法工程师-HXY,北京四维图新科技股份有限公司,北京-海淀区,1.5-2.5万/月,05-01
https://jobs.51job.com/beijing-hdq/111160708.html?s=01&t=0,图像算法工程师-HXY,北京四维图新科技股份有限公司,北京-海淀区,1.5-2.5万/月,05-01
https://jobs.51job.com/beijing-hdq/111159990.html?s=01&t=0,视觉算法工程师-HXY,北京四维图新科技股份有限公司,北京-海淀区,1.5-2万/月,05-01
https://jobs.51job.com/beijing/112642587.html?s=01&t=0,NLP算法工程师 - 广告系统,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/112096119.html?s=01&t=0,音频研发工程师 - 抖音短视频,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/111615683.html?s=01&t=0,推荐算法实习生,字节跳动,北京,6-8千/月,04-30
https://jobs.51job.com/beijing/111615682.html?s=01&t=0,搜索算法实习生,字节跳动,北京,6-8千/月,04-30
https://jobs.51job.com/beijing/110529676.html?s=01&t=0,音频研发实习生 - 抖音短视频,字节跳动,北京,0.6-1万/月,04-30
https://jobs.51job.com/beijing/110438577.html?s=01&t=0,三维视觉实习生 - AI Lab（可转正）,字节跳动,北京,4-8千/月,04-30
https://jobs.51job.com/beijing/110286963.html?s=01&t=0,AML机器学习平台开发实习生（可转正）,字节跳动,北京,3-6千/月,04-30
https://jobs.51job.com/beijing/109955471.html?s=01&t=0,视频算法实习生 - 有转正机会,字节跳动,北京,0.6-1万/月,04-30
https://jobs.51job.com/beijing/109694292.html?s=01&t=0,高级运维工程师,字节跳动,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/109694287.html?s=01&t=0,高级后端研发工程师 - 平台研发,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/109415489.html?s=01&t=0,搜索算法工程师,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/109257789.html?s=01&t=0,高级图像算法研发工程师 - 视频增强方向,字节跳动,北京,3.5-7万/月,04-30
https://jobs.51job.com/beijing/109257787.html?s=01&t=0,高性能计算架构开发工程师 - 抖音短视频,字节跳动,北京,3.5-7万/月,04-30
https://jobs.51job.com/beijing/108988381.html?s=01&t=0,算法工程师--流调度方向,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/108988380.html?s=01&t=0,机器学习实习生-音视频,字节跳动,北京,0.8-1万/月,04-30
https://jobs.51job.com/beijing/108923629.html?s=01&t=0,NLP算法工程师 - 意图理解,字节跳动,北京,2.5-3.5万/月,04-30
https://jobs.51job.com/beijing/108474632.html?s=01&t=0,语音算法工程师 - 音频内容理解与AI创作方向,字节跳动,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/108474629.html?s=01&t=0,后端研发工程师 - AI Lab,字节跳动,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/108002321.html?s=01&t=0,算法工程师 - NLP,字节跳动,北京,2-3万/月,04-30
https://jobs.51job.com/beijing/107129560.html?s=01&t=0,自然语言处理(NLP)算法实习生,字节跳动,北京,4-8千/月,04-30
https://jobs.51job.com/beijing/105082882.html?s=01&t=0,视频产品经理 - 搜索方向,字节跳动,北京,1.5-3万/月,04-30
https://jobs.51job.com/beijing/104917900.html?s=01&t=0,算法负责人,字节跳动,北京,3.5-5.5万/月,04-30
https://jobs.51job.com/beijing/104723016.html?s=01&t=0,NLP算法工程师 - 知识图谱,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/104621665.html?s=01&t=0,AML机器学习平台架构工程师,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/104618786.html?s=01&t=0,AML机器学习平台研发工程师,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/104618785.html?s=01&t=0,AML机器学习平台SRE工程师,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/103439217.html?s=01&t=0,AML(applied machine learning)推荐算法研究员,字节跳动,北京,3.5-6万/月,04-30
https://jobs.51job.com/beijing/103439121.html?s=01&t=0,AML(applied machine learning)算法工程师,字节跳动,北京,3.5-6万/月,04-30
https://jobs.51job.com/beijing/100364687.html?s=01&t=0,图像算法高级工程师,字节跳动,北京,2.5-5万/月,04-30
https://jobs.51job.com/beijing/110738014.html?s=01&t=0,机器翻译算法工程师（MT）,北京捷通华声科技股份有限公司,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/110737835.html?s=01&t=0,自然语言处理算法工程师（NLP）,北京捷通华声科技股份有限公司,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/110722358.html?s=01&t=0,文本大数据分析算法工程师（BDA）,北京捷通华声科技股份有限公司,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/110709302.html?s=01&t=0,计算机视觉算法专家（视频分析）,北京捷通华声科技股份有限公司,北京,4-8万/月,04-30
https://jobs.51job.com/beijing/110708540.html?s=01&t=0,语音识别算法专家（ASR）,北京捷通华声科技股份有限公司,北京,4-8万/月,04-30
https://jobs.51job.com/beijing/110708460.html?s=01&t=0,语音合成算法专家（TTS）,北京捷通华声科技股份有限公司,北京,4-8万/月,04-30
https://jobs.51job.com/beijing/110708300.html?s=01&t=0,C/C++引擎开发工程师,北京捷通华声科技股份有限公司,北京,1.5-3万/月,04-30
https://jobs.51job.com/beijing/110698687.html?s=01&t=0,算法开发工程师（C++),北京捷通华声科技股份有限公司,北京,2-4万/月,04-30
https://jobs.51job.com/beijing/110694091.html?s=01&t=0,数据处理工程师,北京捷通华声科技股份有限公司,北京,1.5-2.5万/月,04-30
https://jobs.51job.com/beijing/110692805.html?s=01&t=0,产品助理（动力中心）,北京捷通华声科技股份有限公司,北京,1.5-2.5万/月,04-30
